RNAseqname                                   	numofnts  	Time(s)   	MFEILP    	MFEARCHIVE	MFERNAstr 	MFERNAFold	MFEUNAfold	F1ILP     	F1RNAstr  	F1RNAFold 	F1UNAFold 	FbILP     	FbRNAstr  	FbRNAFold 	FbUNAFold 	INFILP    	INFRNAstr 	INFRNAFold	INFUNAFold
tRNA_tdbR00000074-Tetrahymena_pyriformis-5908-Phe-GAA	76        	7200.58   	-24.81    	-16.60    	-19.80    	-20.50    	-17.80    	0.50      	0.51      	0.50      	0.74      	0.53      	0.53      	0.53      	0.78      	0.50      	0.51      	0.50      	0.75      
tRNA_tdbR00000079-Rattus_norvegicus-10116-Phe-GAA	71        	2398.51   	-11.79    	-9.60     	-12.10    	-10.40    	-12.00    	0.75      	0.97      	0.97      	0.79      	0.77      	0.99      	0.99      	0.72      	0.75      	0.97      	0.97      	0.80      
tRNA_tdbR00000080-Bos_taurus-9913-Phe-GAA    	70        	4229.40   	-13.24    	-11.90    	-13.70    	-12.20    	-13.30    	0.68      	1.00      	1.00      	0.81      	0.68      	1.00      	1.00      	0.73      	0.68      	1.00      	1.00      	0.83      
tRNA_tdbR00000082-Neurospora_crassa-5141-Phe-AA	76        	7200.42   	-21.70    	-17.10    	-21.70    	-20.50    	-20.40    	0.19      	0.44      	0.95      	0.00      	0.19      	0.45      	0.92      	0.00      	0.19      	0.44      	0.95      	0.00      
tRNA_tdbR00000083-Saccharomyces_cerevisiae-4932-Phe-AA	76        	7200.51   	-26.05    	-20.50    	-22.70    	-22.40    	-20.50    	0.28      	0.98      	1.00      	0.33      	0.28      	0.96      	1.00      	0.33      	0.28      	0.98      	1.00      	0.33      
tRNA_tdbR00000084-Saccharomyces_cerevisiae-4932-Phe-AA	76        	7200.20   	-27.19    	-22.80    	-24.60    	-24.70    	-22.50    	0.28      	0.53      	1.00      	0.33      	0.28      	0.56      	1.00      	0.33      	0.28      	0.53      	1.00      	0.33      
tRNA_tdbR00000085-Schizosaccharomyces_pombe-4896-Phe-AA	76        	7200.30   	-26.06    	-13.30    	-21.90    	-21.90    	-22.40    	0.00      	0.30      	0.30      	0.00      	0.00      	0.31      	0.31      	0.00      	0.00      	0.30      	0.30      	0.00      
tRNA_tdbR00000086-Euglena_gracilis-3039-Phe-AA	76        	7200.31   	-28.65    	-23.60    	-26.80    	-26.00    	-24.50    	0.27      	0.53      	0.33      	0.31      	0.28      	0.56      	0.33      	0.32      	0.27      	0.53      	0.33      	0.31      
tRNA_tdbR00000087-Hordeum_vulgare-4513-Phe-AA	76        	7200.24   	-24.72    	-20.80    	-23.40    	-22.50    	-20.60    	0.88      	0.51      	1.00      	0.25      	0.89      	0.53      	1.00      	0.25      	0.88      	0.51      	1.00      	0.25      
tRNA_tdbR00000088-Triticum_aestivum-4565-Phe-AA	76        	7200.19   	-24.72    	-20.80    	-23.40    	-22.50    	-20.60    	0.88      	0.51      	1.00      	0.25      	0.89      	0.53      	1.00      	0.25      	0.88      	0.51      	1.00      	0.25      
tRNA_tdbR00000089-Brassica_napus-3708-Phe-AA 	76        	7200.19   	-24.72    	-20.80    	-23.40    	-22.50    	-20.60    	0.88      	0.51      	1.00      	0.25      	0.89      	0.53      	1.00      	0.25      	0.88      	0.51      	1.00      	0.25      
tRNA_tdbR00000090-Lupinus_luteus-3873-Phe-AA 	76        	7200.34   	-23.63    	-17.90    	-21.70    	-20.10    	-18.90    	0.44      	0.63      	0.63      	0.63      	0.45      	0.64      	0.64      	0.64      	0.44      	0.63      	0.63      	0.63      
tRNA_tdbR00000091-Pisum_sativum-3888-Phe-AA  	76        	7200.24   	-24.72    	-20.80    	-23.40    	-22.50    	-20.60    	0.88      	0.51      	1.00      	0.25      	0.89      	0.53      	1.00      	0.25      	0.88      	0.51      	1.00      	0.25      
